2023-12-24 20:26:22,730 [main.py         | 48] INFO: Start to run instance_1
2023-12-24 20:26:35,227 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 07:40:00, pre time: 2023-12-24 07:30:00
2023-12-24 20:26:35,227 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 07:40:00
2023-12-24 20:26:35,228 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 4 ongoing order items, 12 completed order items
2023-12-24 20:26:35,637 [simulate_environment.py | 253] INFO: 2023-12-24 07:40:00, Item 0625250010-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:35,637 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:35,637 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 07:50:00, pre time: 2023-12-24 07:40:00
2023-12-24 20:26:35,638 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 07:50:00
2023-12-24 20:26:35,639 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 4 ongoing order items, 12 completed order items
2023-12-24 20:26:35,884 [simulate_environment.py | 253] INFO: 2023-12-24 07:50:00, Item 0625250010-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:35,885 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:35,885 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 08:00:00, pre time: 2023-12-24 07:50:00
2023-12-24 20:26:35,885 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 08:00:00
2023-12-24 20:26:35,886 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 2 ongoing order items, 14 completed order items
2023-12-24 20:26:36,135 [simulate_environment.py | 253] INFO: 2023-12-24 08:00:00, Item 0625250010-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:36,135 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:36,135 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 08:10:00, pre time: 2023-12-24 08:00:00
2023-12-24 20:26:36,135 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 08:10:00
2023-12-24 20:26:36,136 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 2 ongoing order items, 14 completed order items
2023-12-24 20:26:36,427 [simulate_environment.py | 253] INFO: 2023-12-24 08:10:00, Item 0625250010-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:36,428 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:36,428 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 08:20:00, pre time: 2023-12-24 08:10:00
2023-12-24 20:26:36,428 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 08:20:00
2023-12-24 20:26:36,428 [simulate_environment.py | 167] INFO: Get 3 unallocated order items, 2 ongoing order items, 14 completed order items
2023-12-24 20:26:36,730 [simulate_environment.py | 253] INFO: 2023-12-24 08:20:00, Item 0625250010-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:36,731 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:36,731 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 08:30:00, pre time: 2023-12-24 08:20:00
2023-12-24 20:26:36,731 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 08:30:00
2023-12-24 20:26:36,732 [simulate_environment.py | 167] INFO: Get 3 unallocated order items, 1 ongoing order items, 15 completed order items
2023-12-24 20:26:36,978 [simulate_environment.py | 253] INFO: 2023-12-24 08:30:00, Item 0625250010-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:36,978 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:36,978 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 08:40:00, pre time: 2023-12-24 08:30:00
2023-12-24 20:26:36,978 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 08:40:00
2023-12-24 20:26:36,979 [simulate_environment.py | 167] INFO: Get 3 unallocated order items, 0 ongoing order items, 16 completed order items
2023-12-24 20:26:37,214 [simulate_environment.py | 253] INFO: 2023-12-24 08:40:00, Item 0625250010-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:37,214 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:37,214 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 08:50:00, pre time: 2023-12-24 08:40:00
2023-12-24 20:26:37,214 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 08:50:00
2023-12-24 20:26:37,215 [simulate_environment.py | 167] INFO: Get 3 unallocated order items, 0 ongoing order items, 16 completed order items
2023-12-24 20:26:37,453 [simulate_environment.py | 253] INFO: 2023-12-24 08:50:00, Item 0625250010-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:37,454 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:37,454 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 09:00:00, pre time: 2023-12-24 08:50:00
2023-12-24 20:26:37,454 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 09:00:00
2023-12-24 20:26:37,455 [simulate_environment.py | 167] INFO: Get 3 unallocated order items, 0 ongoing order items, 16 completed order items
2023-12-24 20:26:37,652 [simulate_environment.py | 253] INFO: 2023-12-24 09:00:00, Item 0625250010-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:37,652 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:37,652 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 09:10:00, pre time: 2023-12-24 09:00:00
2023-12-24 20:26:37,652 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 09:10:00
2023-12-24 20:26:37,654 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 1 ongoing order items, 16 completed order items
2023-12-24 20:26:37,894 [simulate_environment.py | 253] INFO: 2023-12-24 09:10:00, Item 0643100012-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:37,894 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:37,894 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 09:20:00, pre time: 2023-12-24 09:10:00
2023-12-24 20:26:37,894 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 09:20:00
2023-12-24 20:26:37,895 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 1 ongoing order items, 16 completed order items
2023-12-24 20:26:38,193 [simulate_environment.py | 253] INFO: 2023-12-24 09:20:00, Item 0643100012-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:38,193 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:38,193 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 09:30:00, pre time: 2023-12-24 09:20:00
2023-12-24 20:26:38,193 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 09:30:00
2023-12-24 20:26:38,194 [simulate_environment.py | 167] INFO: Get 1 unallocated order items, 2 ongoing order items, 16 completed order items
2023-12-24 20:26:38,439 [simulate_environment.py | 253] INFO: 2023-12-24 09:30:00, Item 0816560015-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:38,439 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:38,439 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 09:40:00, pre time: 2023-12-24 09:30:00
2023-12-24 20:26:38,439 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 09:40:00
2023-12-24 20:26:38,440 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 1 ongoing order items, 17 completed order items
2023-12-24 20:26:38,690 [simulate_environment.py | 253] INFO: 2023-12-24 09:40:00, Item 0816560015-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:38,690 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:38,690 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 09:50:00, pre time: 2023-12-24 09:40:00
2023-12-24 20:26:38,690 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 09:50:00
2023-12-24 20:26:38,691 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 1 ongoing order items, 17 completed order items
2023-12-24 20:26:38,934 [simulate_environment.py | 253] INFO: 2023-12-24 09:50:00, Item 0816560015-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:38,934 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:38,934 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 10:00:00, pre time: 2023-12-24 09:50:00
2023-12-24 20:26:38,934 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 10:00:00
2023-12-24 20:26:38,935 [simulate_environment.py | 167] INFO: Get 5 unallocated order items, 1 ongoing order items, 17 completed order items
2023-12-24 20:26:39,184 [simulate_environment.py | 253] INFO: 2023-12-24 10:00:00, Item 0816560015-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:39,185 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:39,185 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 10:10:00, pre time: 2023-12-24 10:00:00
2023-12-24 20:26:39,185 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 10:10:00
2023-12-24 20:26:39,185 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 2 ongoing order items, 17 completed order items
2023-12-24 20:26:39,432 [simulate_environment.py | 253] INFO: 2023-12-24 10:10:00, Item 0816560015-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:39,432 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:39,432 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 10:20:00, pre time: 2023-12-24 10:10:00
2023-12-24 20:26:39,432 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 10:20:00
2023-12-24 20:26:39,433 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 2 ongoing order items, 17 completed order items
2023-12-24 20:26:39,677 [simulate_environment.py | 253] INFO: 2023-12-24 10:20:00, Item 0816560015-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:39,677 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:39,677 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 10:30:00, pre time: 2023-12-24 10:20:00
2023-12-24 20:26:39,677 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 10:30:00
2023-12-24 20:26:39,678 [simulate_environment.py | 167] INFO: Get 3 unallocated order items, 3 ongoing order items, 17 completed order items
2023-12-24 20:26:39,923 [simulate_environment.py | 253] INFO: 2023-12-24 10:30:00, Item 0934570016-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:39,924 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:39,924 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 10:40:00, pre time: 2023-12-24 10:30:00
2023-12-24 20:26:39,924 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 10:40:00
2023-12-24 20:26:39,925 [simulate_environment.py | 167] INFO: Get 3 unallocated order items, 3 ongoing order items, 17 completed order items
2023-12-24 20:26:40,176 [simulate_environment.py | 253] INFO: 2023-12-24 10:40:00, Item 0934570016-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:40,176 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:40,176 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 10:50:00, pre time: 2023-12-24 10:40:00
2023-12-24 20:26:40,176 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 10:50:00
2023-12-24 20:26:40,177 [simulate_environment.py | 167] INFO: Get 5 unallocated order items, 2 ongoing order items, 18 completed order items
2023-12-24 20:26:40,423 [simulate_environment.py | 253] INFO: 2023-12-24 10:50:00, Item 0934570016-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:40,423 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:40,423 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 11:00:00, pre time: 2023-12-24 10:50:00
2023-12-24 20:26:40,423 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 11:00:00
2023-12-24 20:26:40,424 [simulate_environment.py | 167] INFO: Get 5 unallocated order items, 3 ongoing order items, 19 completed order items
2023-12-24 20:26:40,679 [simulate_environment.py | 253] INFO: 2023-12-24 11:00:00, Item 0934570016-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:40,679 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:40,679 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 11:10:00, pre time: 2023-12-24 11:00:00
2023-12-24 20:26:40,679 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 11:10:00
2023-12-24 20:26:40,680 [simulate_environment.py | 167] INFO: Get 5 unallocated order items, 2 ongoing order items, 20 completed order items
2023-12-24 20:26:40,980 [simulate_environment.py | 253] INFO: 2023-12-24 11:10:00, Item 0934570016-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:40,981 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:40,981 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 11:20:00, pre time: 2023-12-24 11:10:00
2023-12-24 20:26:40,981 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 11:20:00
2023-12-24 20:26:40,982 [simulate_environment.py | 167] INFO: Get 5 unallocated order items, 2 ongoing order items, 20 completed order items
2023-12-24 20:26:41,229 [simulate_environment.py | 253] INFO: 2023-12-24 11:20:00, Item 0934570016-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:41,229 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:41,229 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 11:30:00, pre time: 2023-12-24 11:20:00
2023-12-24 20:26:41,229 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 11:30:00
2023-12-24 20:26:41,230 [simulate_environment.py | 167] INFO: Get 6 unallocated order items, 0 ongoing order items, 22 completed order items
2023-12-24 20:26:41,468 [simulate_environment.py | 253] INFO: 2023-12-24 11:30:00, Item 0934570016-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:41,469 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:41,469 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 11:40:00, pre time: 2023-12-24 11:30:00
2023-12-24 20:26:41,469 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 11:40:00
2023-12-24 20:26:41,470 [simulate_environment.py | 167] INFO: Get 5 unallocated order items, 1 ongoing order items, 22 completed order items
2023-12-24 20:26:41,714 [simulate_environment.py | 253] INFO: 2023-12-24 11:40:00, Item 0934570016-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:41,714 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:41,714 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 11:50:00, pre time: 2023-12-24 11:40:00
2023-12-24 20:26:41,714 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 11:50:00
2023-12-24 20:26:41,716 [simulate_environment.py | 167] INFO: Get 6 unallocated order items, 1 ongoing order items, 22 completed order items
2023-12-24 20:26:41,961 [simulate_environment.py | 253] INFO: 2023-12-24 11:50:00, Item 0934570016-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:41,961 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:41,961 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 12:00:00, pre time: 2023-12-24 11:50:00
2023-12-24 20:26:41,961 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 12:00:00
2023-12-24 20:26:41,962 [simulate_environment.py | 167] INFO: Get 6 unallocated order items, 2 ongoing order items, 22 completed order items
2023-12-24 20:26:42,205 [simulate_environment.py | 253] INFO: 2023-12-24 12:00:00, Item 0950150019-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:42,205 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:42,205 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 12:10:00, pre time: 2023-12-24 12:00:00
2023-12-24 20:26:42,205 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 12:10:00
2023-12-24 20:26:42,206 [simulate_environment.py | 167] INFO: Get 5 unallocated order items, 3 ongoing order items, 22 completed order items
2023-12-24 20:26:42,457 [simulate_environment.py | 253] INFO: 2023-12-24 12:10:00, Item 0950150019-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:42,458 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:42,458 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 12:20:00, pre time: 2023-12-24 12:10:00
2023-12-24 20:26:42,458 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 12:20:00
2023-12-24 20:26:42,458 [simulate_environment.py | 167] INFO: Get 7 unallocated order items, 4 ongoing order items, 22 completed order items
2023-12-24 20:26:42,708 [simulate_environment.py | 253] INFO: 2023-12-24 12:20:00, Item 0950150019-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:42,709 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:42,709 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 12:30:00, pre time: 2023-12-24 12:20:00
2023-12-24 20:26:42,709 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 12:30:00
2023-12-24 20:26:42,709 [simulate_environment.py | 167] INFO: Get 7 unallocated order items, 3 ongoing order items, 23 completed order items
2023-12-24 20:26:42,949 [simulate_environment.py | 253] INFO: 2023-12-24 12:30:00, Item 0950150019-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:42,950 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:42,950 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 12:40:00, pre time: 2023-12-24 12:30:00
2023-12-24 20:26:42,950 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 12:40:00
2023-12-24 20:26:42,950 [simulate_environment.py | 167] INFO: Get 7 unallocated order items, 2 ongoing order items, 24 completed order items
2023-12-24 20:26:43,198 [simulate_environment.py | 253] INFO: 2023-12-24 12:40:00, Item 0950150019-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:43,198 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:43,198 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 12:50:00, pre time: 2023-12-24 12:40:00
2023-12-24 20:26:43,198 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 12:50:00
2023-12-24 20:26:43,199 [simulate_environment.py | 167] INFO: Get 7 unallocated order items, 1 ongoing order items, 25 completed order items
2023-12-24 20:26:43,445 [simulate_environment.py | 253] INFO: 2023-12-24 12:50:00, Item 0950150019-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:43,445 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:43,445 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 13:00:00, pre time: 2023-12-24 12:50:00
2023-12-24 20:26:43,445 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 13:00:00
2023-12-24 20:26:43,446 [simulate_environment.py | 167] INFO: Get 5 unallocated order items, 3 ongoing order items, 25 completed order items
2023-12-24 20:26:43,698 [simulate_environment.py | 253] INFO: 2023-12-24 13:00:00, Item 0950150019-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:43,698 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:43,698 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 13:10:00, pre time: 2023-12-24 13:00:00
2023-12-24 20:26:43,698 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 13:10:00
2023-12-24 20:26:43,699 [simulate_environment.py | 167] INFO: Get 5 unallocated order items, 2 ongoing order items, 26 completed order items
2023-12-24 20:26:43,966 [simulate_environment.py | 253] INFO: 2023-12-24 13:10:00, Item 0950150019-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:43,967 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:43,967 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 13:20:00, pre time: 2023-12-24 13:10:00
2023-12-24 20:26:43,967 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 13:20:00
2023-12-24 20:26:43,968 [simulate_environment.py | 167] INFO: Get 5 unallocated order items, 2 ongoing order items, 26 completed order items
2023-12-24 20:26:44,216 [simulate_environment.py | 253] INFO: 2023-12-24 13:20:00, Item 0950150019-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:44,217 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:44,217 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 13:30:00, pre time: 2023-12-24 13:20:00
2023-12-24 20:26:44,217 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 13:30:00
2023-12-24 20:26:44,218 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 3 ongoing order items, 26 completed order items
2023-12-24 20:26:44,462 [simulate_environment.py | 253] INFO: 2023-12-24 13:30:00, Item 1142590023-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:44,463 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:44,463 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 13:40:00, pre time: 2023-12-24 13:30:00
2023-12-24 20:26:44,463 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 13:40:00
2023-12-24 20:26:44,463 [simulate_environment.py | 167] INFO: Get 6 unallocated order items, 1 ongoing order items, 28 completed order items
2023-12-24 20:26:44,709 [simulate_environment.py | 253] INFO: 2023-12-24 13:40:00, Item 1142590023-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:44,709 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:44,709 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 13:50:00, pre time: 2023-12-24 13:40:00
2023-12-24 20:26:44,709 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 13:50:00
2023-12-24 20:26:44,710 [simulate_environment.py | 167] INFO: Get 3 unallocated order items, 4 ongoing order items, 28 completed order items
2023-12-24 20:26:45,014 [simulate_environment.py | 253] INFO: 2023-12-24 13:50:00, Item 1142590023-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:45,014 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:45,014 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 14:00:00, pre time: 2023-12-24 13:50:00
2023-12-24 20:26:45,014 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 14:00:00
2023-12-24 20:26:45,015 [simulate_environment.py | 167] INFO: Get 3 unallocated order items, 3 ongoing order items, 29 completed order items
2023-12-24 20:26:45,305 [simulate_environment.py | 253] INFO: 2023-12-24 14:00:00, Item 1142590023-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:45,305 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:45,305 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 14:10:00, pre time: 2023-12-24 14:00:00
2023-12-24 20:26:45,305 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 14:10:00
2023-12-24 20:26:45,306 [simulate_environment.py | 167] INFO: Get 3 unallocated order items, 3 ongoing order items, 29 completed order items
2023-12-24 20:26:45,555 [simulate_environment.py | 253] INFO: 2023-12-24 14:10:00, Item 1142590023-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:45,555 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:45,555 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 14:20:00, pre time: 2023-12-24 14:10:00
2023-12-24 20:26:45,555 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 14:20:00
2023-12-24 20:26:45,556 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 4 ongoing order items, 29 completed order items
2023-12-24 20:26:45,808 [simulate_environment.py | 253] INFO: 2023-12-24 14:20:00, Item 1142590023-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:45,808 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:45,809 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 14:30:00, pre time: 2023-12-24 14:20:00
2023-12-24 20:26:45,809 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 14:30:00
2023-12-24 20:26:45,809 [simulate_environment.py | 167] INFO: Get 3 unallocated order items, 4 ongoing order items, 29 completed order items
2023-12-24 20:26:46,053 [simulate_environment.py | 253] INFO: 2023-12-24 14:30:00, Item 1142590023-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:46,053 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:46,053 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 14:40:00, pre time: 2023-12-24 14:30:00
2023-12-24 20:26:46,053 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 14:40:00
2023-12-24 20:26:46,054 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 4 ongoing order items, 29 completed order items
2023-12-24 20:26:46,303 [simulate_environment.py | 253] INFO: 2023-12-24 14:40:00, Item 1142590023-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:46,303 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:46,303 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 14:50:00, pre time: 2023-12-24 14:40:00
2023-12-24 20:26:46,303 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 14:50:00
2023-12-24 20:26:46,304 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 4 ongoing order items, 29 completed order items
2023-12-24 20:26:46,554 [simulate_environment.py | 253] INFO: 2023-12-24 14:50:00, Item 1142590023-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:46,554 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:46,554 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 15:00:00, pre time: 2023-12-24 14:50:00
2023-12-24 20:26:46,554 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 15:00:00
2023-12-24 20:26:46,555 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 4 ongoing order items, 29 completed order items
2023-12-24 20:26:46,810 [simulate_environment.py | 253] INFO: 2023-12-24 15:00:00, Item 1142590023-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:46,810 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:46,810 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 15:10:00, pre time: 2023-12-24 15:00:00
2023-12-24 20:26:46,810 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 15:10:00
2023-12-24 20:26:46,811 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 0 ongoing order items, 33 completed order items
2023-12-24 20:26:47,058 [simulate_environment.py | 253] INFO: 2023-12-24 15:10:00, Item 1142590023-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:47,058 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:47,058 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 15:20:00, pre time: 2023-12-24 15:10:00
2023-12-24 20:26:47,058 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 15:20:00
2023-12-24 20:26:47,059 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 0 ongoing order items, 33 completed order items
2023-12-24 20:26:47,299 [simulate_environment.py | 253] INFO: 2023-12-24 15:20:00, Item 1142590023-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:47,299 [simulate_environment.py | 99] INFO: **************************************************
